Style,Exterior Color,Interior Color,MPG,Engine,Drive Type,Fuel Type,Transmission,accidents,owners,year,brand,model,price,mileage,Cab Type,Bed Length,Range
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$21,951 ",65017,,,
Sedan,Black,Black,29 cty / 37 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2016,Toyota,Corolla,"$14,995 ",118993,,,
Sedan,Super White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,3,2020,Toyota,Camry,"$20,995 ",70043,,,
Sedan,Barcelona Red Metallic,Black,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,1,1,2021,Toyota,Corolla,"$17,998 ",42182,,,
Sedan,Classic Silver,Dark Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,1,7,2014,Toyota,Prius,"$9,998 ",161849,,,
Sedan,Silver,Unknown,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$18,495 ",61099,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Corolla,"$16,500 ",115144,,,
Sedan,Super White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$22,998 ",50997,,,
Sedan,Classic Silver Metallic,Ash,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2013,Toyota,Corolla,"$9,890 ",97240,,,
Sedan,Black Sand Pearl,Unknown,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2018,Toyota,Corolla,"$16,991 ",38553,,,
Sedan,Barcelona Red Metallic,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,Corolla,"$19,715 ",37000,,,
Sedan,Classic Silver Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,1,2021,Toyota,Corolla,"$18,750 ",45131,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Corolla,"$18,998 ",40384,,,
SUV,Super White,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$22,998 ",69019,,,
Sedan,Classic Silver Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$19,999 ",48665,,,
SUV,Natural White,Tan,13 cty / 16 hwy,4.7L V-8 Gas,4WD,Gas,Automatic,0,4,2000,Toyota,Land Cruiser,"$9,995 ",296053,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,1,2021,Toyota,Corolla,"$20,998 ",39854,,,
Sedan,Atmospheric Blue Metallic,Blue Black,66 cty / 66 hwy,L - Hydrogen,FWD,Hydrogen,Automatic,0,2,2017,Toyota,Mirai,"$11,880 ",80713,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$19,779 ",41091,,,
Sedan,Black,Black,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,3,2013,Toyota,Prius,"$12,999 ",145271,,,
SUV,Super White,Black,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2020,Toyota,RAV4,"$24,770 ",91699,,,
Sedan,Silver,Gray,29 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2016,Toyota,Corolla,"$13,997 ",119058,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Corolla,"$20,179 ",64405,,,
Pickup Truck,Super White,Graphite,16 cty / 21 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2015,Toyota,Tacoma,"$14,000 ",216004,Crew Cab,Short Bed,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,2,1,2020,Toyota,Corolla,"$19,998 ",54732,,,
Hatchback,Super White,Moonstone,,1.8L Inline-4 Plug-In Hybrid,FWD,Plug-In Hybrid,Automatic,1,1,2017,Toyota,Prius Prime,"$21,643 ",75047,,,
Sedan,Blizzard Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$20,499 ",37035,,,
Pickup Truck,Super White,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,Tacoma,"$36,898 ",39705,Crew Cab,Short Bed,
Sedan,Celestite,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$19,000 ",88479,,,
Sedan,Celestite,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,2,2021,Toyota,Corolla,"$22,072 ",48966,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Corolla,"$20,368 ",39807,,,
Sedan,Gray,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$23,484 ",40560,,,
Pickup Truck,White,Gray,19 cty / 24 hwy,2.7L Inline-4 Gas,RWD,Gas,Automatic,0,1,2013,Toyota,Tacoma,"$8,900 ",192434,Regular Cab,Standard Bed,
Sedan,Silver,Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,1,3,2010,Toyota,Prius,"$5,999 ",198178,,,
Sedan,Predawn Gray Mica,Black,22 cty / 32 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Camry,"$31,998 ",14302,,,
SUV,Super White,Black,27 cty / 34 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$25,999 ",48953,,,
Sedan,Super White,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$20,054 ",61289,,,
SUV,Silver Sky Metallic,Black,27 cty / 34 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$25,549 ",33837,,,
Sedan,Gray,Light Gray,22 cty / 32 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,3,2011,Toyota,Camry,"$9,490 ",122616,,,
Sedan,Super White,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$21,800 ",41337,,,
Sedan,Classic Silver Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$21,499 ",37748,,,
Sedan,Super White,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$20,588 ",60631,,,
Sedan,White,Black,42 cty / 38 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,1,1,2017,Toyota,Camry,"$19,899 ",24227,,,
Sedan,Silver,Silver,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,4,2010,Toyota,Prius,"$7,650 ",168000,,,
SUV,Black,Gray,13 cty / 16 hwy,4.7L V-8 Gas,4WD,Gas,Automatic,0,1,1999,Toyota,Land Cruiser,"$12,995 ",182909,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$21,448 ",42638,,,
Sedan,Black Sand Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,1,2021,Toyota,Corolla,"$20,995 ",42390,,,
Pickup Truck,Super White,Cement Gray,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,0,1,2019,Toyota,Tacoma,"$33,698 ",30773,Crew Cab,Short Bed,
Sedan,Silver,Gry,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,3,2012,Toyota,Camry,"$9,000 ",127487,,,
SUV,Classic Silver Metallic,Silver,27 cty / 25 hwy,3.3L V-6 Hybrid,4WD,Hybrid,Automatic,0,3,2008,Toyota,Highlander,"$8,999 ",171102,,,
Sedan,White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Camry,"$24,555 ",37318,,,
Sedan,Blueprint,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$20,998 ",36497,,,
Minivan,Gray,Unknown,17 cty / 23 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,3,2008,Toyota,Sienna,"$5,499 ",167908,,,
SUV,Midnight Black Metallic,Black,27 cty / 34 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$27,490 ",24730,,,
SUV,Super White,Black,27 cty / 34 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$28,668 ",44198,,,
Sedan,Blueprint,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$21,976 ",42502,,,
Sedan,White,Unknown,22 cty / 32 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,Camry,"$35,450 ",23837,,,
Sedan,Black Sand Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Corolla,"$14,499 ",108678,,,
Pickup Truck,Magnetic Gray Metallic,Black,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2020,Toyota,Tacoma,"$44,988 ",23958,Crew Cab,Short Bed,
SUV,Black,Tan,13 cty / 16 hwy,4.7L V-8 Gas,4WD,Gas,Automatic,0,1,2000,Toyota,Land Cruiser,"$8,988 ",327299,,,
Sedan,Black Sand Pearl,Moonstone,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$21,988 ",30272,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$19,498 ",38819,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,1,2022,Toyota,Corolla,"$20,997 ",2098,,,
Sedan,Blizzard Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$18,498 ",46723,,,
Sedan,Super White,Steel Gray,27 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,3,2,2016,Toyota,Corolla,"$11,180 ",125718,,,
Sedan,Super White,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Camry,"$20,994 ",58074,,,
Sedan,Classic Silver Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,1,2020,Toyota,Corolla,"$19,459 ",66557,,,
Pickup Truck,Super White,Unknown,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2019,Toyota,Tacoma,"$26,995 ",25993,Extended Cab,Standard Bed,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,4,2020,Toyota,Corolla,"$20,998 ",34196,,,
Minivan,Blue,Tan,19 cty / 26 hwy,3.3L V-6 Gas,FWD,Gas,Automatic,0,3,2006,Toyota,Sienna,"$3,955 ",194164,,,
Sedan,Classic Silver Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$18,695 ",67574,,,
Minivan,Celestial Silver Metallic,Graphite,36 cty / 36 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,1,1,2022,Toyota,Sienna,"$44,500 ",62076,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$21,842 ",61384,,,
Sedan,Black,Grey,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Corolla,"$17,499 ",57753,,,
Sedan,Classic Silver Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Corolla,"$20,998 ",50810,,,
SUV,Silver Sky Metallic,Black,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,RAV4,"$27,989 ",28096,,,
SUV,Midnight Black Metallic,Nutmeg,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$27,299 ",35635,,,
Sedan,Classic Silver Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$20,979 ",71973,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,Corolla,"$21,998 ",23382,,,
Sedan,Classic Silver Metallic,Unknown,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$20,201 ",61300,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$19,998 ",61398,,,
Sedan,Silver,Gray,21 cty / 31 hwy,2.4L Inline-4 Gas,FWD,Gas,Automatic,1,6,2008,Toyota,Camry,"$5,995 ",117243,,,
Sedan,Black Sand Pearl,Black,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$22,990 ",50378,,,
Sedan,Black,Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,3,2010,Toyota,Prius,"$6,369 ",224138,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$20,396 ",37333,,,
Sedan,Celestial Silver Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$21,998 ",38428,,,
Sedan,Barcelona Red Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$19,377 ",43485,,,
Sedan,Black Sand Pearl,Unspecified,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$17,986 ",92219,,,
Sedan,Black Sand Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$17,990 ",77974,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$19,999 ",61980,,,
Sedan,Super White,Black,53 cty / 52 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2021,Toyota,Corolla,"$25,999 ",66129,,,
Sedan,White,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$23,998 ",4367,,,
SUV,Super White,Ash,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$29,950 ",38888,,,
Sedan,Gold,White,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,4,2011,Toyota,Corolla,"$8,800 ",98300,,,
Sedan,Black Sand Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,0,2021,Toyota,Corolla,"$21,998 ",37774,,,
SUV,Red,Unknown,27 cty / 34 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$25,990 ",33438,,,
Hatchback,White,Gray,53 cty / 46 hwy,1.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2014,Toyota,Prius c,"$6,917 ",241612,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$20,970 ",38958,,,
SUV,Blizzard Pearl,Black,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$30,491 ",42960,,,
Sedan,Predawn Gray Mica,Unknown,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,2,2018,Toyota,Camry,"$21,378 ",63349,,,
Sedan,White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$22,995 ",60164,,,
SUV,Blue Flame,Ash,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$28,500 ",23881,,,
Sedan,Midnight Black Metallic,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$21,995 ",74734,,,
Pickup Truck,Super White,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2020,Toyota,Tacoma,"$36,290 ",55284,Crew Cab,Short Bed,
Sedan,Barcelona Red Metallic,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2020,Toyota,Corolla,"$18,980 ",64881,,,
Sedan,White,Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,3,2012,Toyota,Prius,"$8,331 ",187978,,,
Sedan,Classic Silver Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Corolla,"$18,133 ",57246,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$20,998 ",50081,,,
Sedan,Ice Cap,Macadamia,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2023,Toyota,Camry,"$26,397 ",1799,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,1,2021,Toyota,Corolla,"$18,498 ",56610,,,
SUV,Super White,Black,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$26,969 ",37556,,,
Sedan,Midnight Black Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$24,177 ",66417,,,
Sedan,Super White,Le,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,1,2021,Toyota,Corolla,"$21,495 ",34493,,,
Sedan,Blue Crush Metallic,Steel Gray,27 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,3,2016,Toyota,Corolla,"$11,988 ",100152,,,
SUV,Super White,Ash,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$27,983 ",62891,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$22,491 ",4323,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$19,800 ",59402,,,
Sedan,Classic Silver Metallic,Macadamia,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Corolla,"$17,998 ",52512,,,
SUV,Blue Flame,Ash,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$24,322 ",72043,,,
SUV,Silver Sky Metallic/Midnight Black Metallic,Black,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2021,Toyota,RAV4,"$30,900 ",94701,,,
Sedan,Predawn Gray Mica,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2023,Toyota,Camry,"$28,997 ",9709,,,
Sedan,Gray,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$20,481 ",47983,,,
Sedan,Super White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,Camry,"$25,987 ",39650,,,
Sedan,Super White,Macadamia,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Camry,"$21,950 ",68260,,,
SUV,Super White,Black,22 cty / 28 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2018,Toyota,RAV4,"$19,865 ",122332,,,
Sedan,Celestite,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,Corolla,"$21,950 ",20961,,,
Sedan,Midnight Black Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Camry,"$15,498 ",125858,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$19,998 ",68226,,,
Sedan,Red,Gray,22 cty / 32 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,2,2,2011,Toyota,Camry,"$6,980 ",186497,,,
Sedan,Super White,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,2,2021,Toyota,Corolla,"$22,991 ",24758,,,
Sedan,Classic Silver Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Corolla,"$19,550 ",59283,,,
Sedan,Celestite,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,Corolla,"$22,348 ",44164,,,
Sedan,Black Sand Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$19,995 ",38010,,,
Sedan,Predawn Gray Mica,Unknown,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Camry,"$21,536 ",62285,,,
Sedan,Midnight Black Metallic,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Camry,"$20,866 ",47150,,,
Sedan,Gray,Brown,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Corolla,"$18,333 ",41599,,,
Sedan,Classic Silver Metallic,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2020,Toyota,Corolla,"$19,988 ",29756,,,
Hatchback,Blue,Black,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,2,3,2015,Toyota,Prius,"$11,955 ",145681,,,
Sedan,Predawn Gray Mica,Ash,22 cty / 33 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2018,Toyota,Camry,"$27,790 ",10390,,,
Pickup Truck,Super White,Sand Beige,13 cty / 17 hwy,5.7L V-8 Gas,4WD,Gas,Automatic,0,3,2008,Toyota,Tundra,"$12,900 ",134456,Extended Cab,Standard Bed,
Sedan,Gray,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$19,695 ",44041,,,
Sedan,Super White,Steel Gray,28 cty / 37 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,3,2016,Toyota,Corolla,"$12,173 ",115665,,,
Sedan,Celestite,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$19,639 ",25067,,,
SUV,Magnetic Gray Metallic,Black,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$24,498 ",67042,,,
Sedan,Silver,Unknown,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$19,899 ",61948,,,
Sedan,Celestial Silver Metallic,Ash,27 cty / 38 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$24,589 ",33151,,,
Sedan,Super White,Tan,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,2,1,2021,Toyota,Corolla,"$21,999 ",28234,,,
Sedan,White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Camry,"$18,885 ",105084,,,
Sedan,Midnight Black Metallic,Black,22 cty / 32 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,2,2022,Toyota,Camry,"$34,800 ",5871,,,
Sedan,Super White,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$15,994 ",118671,,,
Pickup Truck,Super White,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,1,1,2021,Toyota,Tacoma,"$38,999 ",46292,Crew Cab,Short Bed,
Sedan,Midnight Black Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,2,2020,Toyota,Camry,"$22,609 ",38858,,,
Sedan,White,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,1,2022,Toyota,Camry,"$24,999 ",10690,,,
Sedan,Super White,Black,22 cty / 33 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2018,Toyota,Camry,"$28,998 ",21922,,,
Sedan,Blueprint,Unknown,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,2,2020,Toyota,Corolla,"$15,999 ",27214,,,
Sedan,Gray,Black,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,4,2016,Toyota,Camry,"$11,495 ",114770,,,
Pickup Truck,Super White,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,Tacoma,"$36,000 ",10744,Crew Cab,Standard Bed,
Sedan,Super White,Ash,26 cty / 34 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2013,Toyota,Corolla,"$12,000 ",115255,,,
Sedan,Super White,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,Corolla,"$22,903 ",17330,,,
SUV,Silver Sky Metallic,Ash,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$26,775 ",63722,,,
